Date,Year,Artist / Project,City,Venue,Country,Section,Position,Song,Counts as Song,Setlist Status,Source URL
1998-07-25,1998,The Cure,Lyon,Theatre Romain de Fourviere,France,Encore 1,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-25.php
1998-07-25,1998,The Cure,Lyon,Theatre Romain de Fourviere,France,Encore 1,4,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-25.php
1998-07-25,1998,The Cure,Lyon,Theatre Romain de Fourviere,France,Encore 1,5,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-25.php
1998-07-25,1998,The Cure,Lyon,Theatre Romain de Fourviere,France,Encore 2,1,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-25.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,3,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,4,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,5,Trust,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,6,Pictures Of You,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,7,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,8,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,9,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,10,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,11,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,12,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,13,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,14,Cut,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Mainset,15,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Encore 1,1,Friday I'm In Love,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Encore 1,2,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Encore 1,3,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-07-26,1998,The Cure,Rothenburg ob der Tauber,Eiswiese,Germany,Encore 1,4,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-07-26.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,3,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,4,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,5,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,6,Pictures Of You,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,7,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,8,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,9,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,10,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,11,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,12,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,13,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,14,Cut,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Mainset,15,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Encore 1,1,Friday I'm In Love,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Encore 1,2,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Encore 1,3,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Encore 1,4,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-07,1998,The Cure,Zambujeira do Mar,Herdade da Casa Branca,Portugal,Encore 1,5,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-07.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,3,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,4,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,5,Trust,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,6,Pictures Of You,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,7,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,8,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,9,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,10,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,11,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,12,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,13,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,14,Cut,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Mainset,15,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Encore 1,1,Friday I'm In Love,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Encore 1,2,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Encore 1,3,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Encore 2,1,The Figurehead,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Encore 2,2,Faith,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Encore 2,3,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-08,1998,The Cure,La Coruña,Playa de Riazor,Spain,Encore 2,4,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-08.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,3,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,4,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,5,Trust,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,6,Pictures Of You,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,7,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,8,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,9,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,10,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,11,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,12,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,13,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,14,Cut,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Mainset,15,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Encore 1,1,Friday I'm In Love,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Encore 1,2,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Encore 1,3,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Encore 2,1,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Encore 2,2,The Figurehead,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Encore 2,3,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Encore 2,4,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-14,1998,The Cure,Dresden,Freilichtbühne Junge Garde,Germany,Encore 2,5,Forever,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-14.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,3,Pictures Of You,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,4,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,5,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,6,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,7,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,8,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,9,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,10,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,11,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,12,Cut,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Mainset,13,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Encore 1,1,Untitled,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Encore 2,1,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Encore 2,2,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-15,1998,The Cure,Hildesheim,Flugplatz,Germany,Encore 2,3,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-15.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,3,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,4,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,5,Treasure,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,6,Pictures Of You,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,7,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,8,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,9,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,10,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,11,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,12,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,13,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,14,Cut,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Mainset,15,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Encore 1,1,Untitled,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Encore 2,1,Friday I'm In Love,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Encore 2,2,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Encore 2,3,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-21,1998,The Cure,Gampel,Festivalgelände am Rotten,Switzerland,Encore 2,4,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-21.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,3,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,4,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,5,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,6,Pictures Of You,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,7,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,8,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,9,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,10,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,11,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,12,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,13,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,14,Cut,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Mainset,15,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Encore 1,1,Untitled,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Encore 2,1,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Encore 2,2,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-22,1998,The Cure,Köln,Butzweiler Hof,Germany,Encore 2,3,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-22.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,3,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,4,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,5,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,6,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,7,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,8,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,9,Pictures Of You,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,10,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,11,Trust,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
